id     cn     neighborlist
     1   12 1258 5477 3402 5503 3695 2211 5276 2409  355 5962 1966 5858 
     2   12    3  577 1788 1695 2923 4034 1905 1877 1866 2179 2458 4018 
     3   12    2 2938  307  277 1866 2476 4018 2923 3263 3090 2179 6020 
     4   12 1304 2295 1703  234 1140 4490 2537 4000 1347 5495  786 2095 
     5   12 4437 6157 6371 4157  252 2156 5905 4627  917 5794 5426 1702 
     6   12 3842 1250 5173 3506 6143 3998 5760 3401  296  823 5196  947 
     7   12 4551 2435 1426  619 4527 5918  450 1431 1485 3434 1046  441 
     8   12 3450 2965 4109 2809 3443 5277 5613  191  138 4339 2674 1880 
     9   12 5261 5325  966 4627 6306  917 6346 3110 4870  545 2089  468 
    10   12 6285 5869 2466 5172 1285 2864 1505 2381 4297 1271 2904 2714 
    11   12 3967 6189 6107  774 5352 6072 5476 4834 4069 3902 6197 4422 
    12   12 4447 6301 4034 5127 3887 5683 2179 3210 4892 4972  816 2476 
    13   12 6073 3777 4691 3611  643  491 5828 1213 2268 5558  147 4984 
    14   12  451 1745 4790 3037 3138 4005 4811 3488 1338 5766 1551 5762 
    15   12 6257 5301 5057 3203 1052 6116 4065  164 3295 2926 4855 2220 
    16   12 4772 4482 4330 3952 4881 6393 4766  526 5768 1425 6110 1669 
    17   12  603  830 2189 1697 5811  377 4102 3431 2162  733  106 3403 
    18   12 3139 1236 5314 3592  848 3808  349 3882 5078 3345 2275 5321 
    19   12 4662 6201 2719 5407  714 4912 4121 4227 1900 2417 3022   62 
    20   12 2607 3692 2483 2202  837 5798 3336 3394  901 4353 5514 5748 
    21   12 1150 1872  551 5045 3541 5077 5947 5784  818 2313 3531 1341 
    22   12 3601 5251 2005 6178 5182 4266  483 5364  218 4212 1647 2144 
    23   12 5043 2046 3487   76 4504 4214 6001  454 5912 5126 1518 2140 
    24   12 1920 4560  590 3038 2498 6086 2998 5968 1845 1342  864  366 
    25   12  715   68   26 1102 2698 5726 5724 5780  270 3433 1553 1674 
    26   12 5191 4406  715   68  270 4825   25 1553 4371 5848 2770 5780 
    27   12 4239 1703 3127 5495 1725 6003 2295 2168 4780 2430 2341 1040 
    28   12 4322 4142  892 4343 2897  503 2460 6242 4765 5898 3468 6088 
    29   12 5501 1490  872 2535 5773 5603 2175 3094  227 4728  987 3064 
    30   12 1560 4967 5267 5496 1652 1249 2363 5150  779 6212 3557 5838 
    31   12 1344 4897 3274  342 5698 2188 1648 3778 5318 5627 1147  674 
    32   12 2673 2637 2925  538  200 4195 1539 4786 4206 4233 2734 5462 
    33   12 6391 5689 3033 1454 1871 2998 6086 4791 4436  590 4500 4852 
    34   12  729 2773 2587 5949 1008 4988 2166  710 1889  422 1709 1982 
    35   12 5357 1606 2551 1240 4462 2699  255 3930 1690  693 3062 1854 
    36   12 6347 1220 2921  918  224 5081 5801  444 5917 5124 1597 4787 
    37   12 5161 4007 5134  578 4084 5422 2802 2806 5220 4669 4066 3976 
    38   12 1888 4420  626  847 4221 4366 1947 4161 3527 2540 4479 3237 
    39   12 5311 5937 4619 1028 1025  563 5464 2728   77 6373 1247 2146 
    40   12 2896 2472   93 2170 3869 1414  400 2555 5400 4073 1142 5767 
    41   12 4194 4822 3193 2827  438  832 6089 1329  775 1759  407 6394 
    42   12 3244 4999 1868 3464 3922 6138 1604 1041 4841 5812 4673 5614 
    43   12 3892 5333 3731 5653  288 4521 5720   64 5608  937 3972 1363 
    44   12 2706 1904 2835 3769 1733 3041 1083 4137 5494 1941 5932 3129 
    45   12 5721 3608 1909 4952   84 1180 6108 4974 2766 1509 4642 5218 
    46   12  208 2659 1486  825 1964 4065 3796 3234  452 1333 1910 4376 
    47   12 4019 2861 4057  645  276 4160 3128 1843 1201 2266 2391 2616 
    48   12 1534 1953 1053 1345 1237 5030  758   67 2240 4326 4537 6335 
    49   12  315 5363  976 1851  267 3981 4824  583 1024 4178  506 3932 
    50   12 3413 6119  962 1322 3606 4378 3969 2253 2027 2826 5505 2797 
    51   12  860 2913 1464 1536 2507 1816  269 1912 6112 5874 2870 2051 
    52   12 3857 2135 1881  638 3620 3164 5578  502 5500 4546 3804 3016 
    53   12 3905 3115 1598 4459 2752 1808 4884 1305 1786 4481  403 1554 
    54   12 4547 1516 4385 1250 5821 2323 4308 2874 2586 2380 1351 4556 
    55   12 3109 5083 4853 4321 2121 3598  302 5052 5803  871 5934 1520 
    56   12  625  261  403 5617 4768 3977 2942 3489  298 3028 5524 6218 
    57   12 1664 6343  481 2809 5031 2376 5992 4832 1880 4064  839 1071 
    58   12 4476 5435  856 1866 2167 3298  307 5268 1045  634 2840 3470 
    59   12 2731 2482 2151 4996 4262  163 3178 2354 3947 2283 6288 4302 
    60   12 2050 1280  547 3456  297  810 3014 4605 2990 6196 5688 3479 
    61   12 5263 6225 5237 5545 3892 3801 4874  937  435 4103 4593 1867 
    62   12  133 4662 3991 5213 4281 5747 5407 1900 3472 6201 2034 2364 
    63   12 3683 3094 1975 5226  945 1421 2592 2516 3511 5654 6207  323 
    64   12 4521 5123 4580 4213  442 3794 5653 5562   43 6372 1867 5720 
    65   12  300 3439 4666  665 5137 5726  470 2716 5886 1674 1617 3627 
    66   12 2338 3785 4649 4475 4067 4021 3264 5656 6156 3570 3566 1579 
    67   12 5781 1534   48 1078 1937  206 6180 4537 2240 3340 1971 1345 
    68   12 1102 5191   26   25 5026 2348 5780 5848  270 2222 5726 3744 
    69   12 6179 3103 6115  900 2345  911 1252 3150 4344  548 1395 6357 
    70   12 6363 6091 6029 6293 3671 3282 3390 3225 2712 3486  326 4434 
    71   12 4294 4575 3552 2543 3227  901  121 4448 3140 3585  171 2692 
    72   12  549 3848 1846 1702  837 2954 5426 2680  574 2156 2043  101 
    73   12 6237 4893 3625 4047 3113 6184 5236 4714  613 2012 1363 5742 
    74   12 3167 2747 3747 4974 4519 4147  723  602 6334 5850 1362 2688 
    75   12 2573 2803 4983 2063 2865 3911 3583  905 5912  415  420 1477 
    76   12 4816 3487 1518 5828 2268  454 5912   23 1039 4691 4208 4145 
    77   12 5937 4534  924 3798 5445   39  563 4619 1683 3282 1023 1247 
    78   12 3261 3268 6147 2956 4199 4210 1824  532 5304 6226 1524 6149 
    79   12 4957  828 5037 2571 5358 1813 5432 4746 1707 6342  927 5315 
    80   12  436 5611 3415 2961 2971  252  510 3096  233 5407 3472  133 
    81   12 3525 1044 1771 2769 5662 5636 1922 5444  931 1218 1772 3177 
    82   12 2957 5687 3250 1100 3358 1726 5316 2331 4200 2440 1293  747 
    83   12 3816  866 3936 3821 2084 5192 4223 5746 1121 2668 5323 1436 
    84   12 6273 1909  453 5692 2292   45 6108 4765 5626 2766 4642 5804 
    85   12 5217 5395 4051 3669 4852 2131 4847 3960 2774 5174 3359 1601 
    86   12  555 3528 2951 1807 5013  852 2443  159  249 4533 4001 2932 
    87   12  299 3495 5144 6258 2868 2032 2782 2277 2848 3149 5573 1641 
    88   12  794 5797 2687 4949 1416 5502 6138 4405 4202 4815 3101 5002 
    89   12 2989 2851 1423 5550 4360 6118 2287 4403  553  125 5298  850 
    90   12 1026 2869 5989  648 1538  731 5039 6121 3946 3241 1550  879 
    91   12 1905  733  830 3652 2549 2162 3256  669 6020 5966 2923  941 
    92   12 5555 2020 5289 3963 6006 6388 5010  827 2264 3602  718 2978 
    93   12   40 1142 1654 4073 5861 2555 4133 3086 3869 5400 1930 5504 
    94   12 5315  722 6219 6036 2554 1813 2228 6332 5432 3834 5037  458 
    95   12 2139  100 5061 1474 3699 2625 5583 1498 4421 5225 1125  238 
    96   12 4469 3627 2698 2628 3002 3439 5726  470 3433 4757 5209 2054 
    97   12 2230  560 4692 3480 3398 5975  134 4702 5408 1291 3425 5436 
    98   12 6077 5967 3545 2136 1369 2426  686 2811 1555 2285 3447 1951 
    99   12 1084 2245 2061 3902 4032 5763 4782 4834 2255 3536  333 3967 
